order_item_id,order_id,product_id,quantity,price
618,1493,2098,3,28
1123,4661,3009,9,96
1381,4563,125,4,322
1478,2344,4181,8,98
1497,3107,4863,9,40
1850,4187,3982,6,20
1929,3034,3364,2,4
2124,3800,4181,8,34
2273,587,2423,1,19
2343,2471,313,6,84
3041,3282,3668,7,87
3217,3139,4691,10,21
3607,3696,4217,7,73
3796,1214,4135,8,12
3920,631,4590,4,23
4032,4452,4449,9,93
4749,4726,2155,-8,24
5565,1381,4601,10,56
5675,1783,2590,4,48
5717,4602,1665,5,66
5894,2893,815,5,14
6444,1061,2371,5,46
6576,1657,498,6,41
7014,1660,3338,4,88
7056,2431,3716,1,90
7238,3902,2737,5,31
7609,2072,1286,2,68
8185,1839,2310,2,95
8642,3382,746,3,15
8722,1460,1646,9,44
8852,2715,60,-1,11
8896,1055,4931,10,15
9404,1834,3888,-3,85
16,2346,4182,5,92
20,4345,961,7,10
251,1175,1258,9,4
419,4803,238,4,39
1041,4689,1842,2,100
1944,1680,3124,8,87
2368,4367,3345,9,51
2900,2865,1222,2,52
3005,3551,915,2,95
3085,3231,1161,6,9
3100,3534,4292,-10,47
3131,387,2027,2,52
3203,827,553,1,77
3289,4509,704,3,82
3477,4470,1305,1,26
3740,229,4006,3,37
3753,4762,1783,9,3
3961,3979,1945,10,42
4567,1769,4379,4,84
4677,613,78,1,83
5033,2949,1203,6,7
5173,3515,2083,6,128
5566,4723,2624,6,94
5778,1291,2398,8,67
6051,2132,199,1,78
6071,3265,1843,10,58
6095,81,2035,9,79
6220,419,2742,6,61
6299,3675,1038,1,95
6929,1061,1285,8,100
6936,4570,3349,3,38
7159,43,4520,3,47
7408,3838,2530,10,97
7433,866,85,3,59
7542,2816,2037,8,86
7619,1242,4698,6,94
7625,3813,1721,3,98
8282,4824,4894,6,33
8289,4358,34,6,8
8417,3052,3192,6,36
8517,2135,4287,4,62
8630,1796,822,1,49
8883,3958,3036,6,60
8965,4475,4102,3,16
9088,1674,4507,9,62
9192,1018,2872,6,46
9313,1672,2069,2,68
9341,2311,4581,2,55
9786,1843,4426,9,83
9883,1147,1009,1,100
41,3869,3980,3,15
89,1154,328,5,39
647,27,2740,5,30
727,2868,448,10,53
807,2026,236,1,29
825,3001,4059,7,22
847,2414,1879,10,70
851,1356,737,8,94
1412,4051,3749,5,11
1602,3620,2589,8,25
1917,3228,2228,5,75
1926,3992,4981,2,84
2086,173,3871,6,44
2643,3998,1341,3,16
3031,4715,1126,2,5
3087,3850,461,9,78
3125,2492,1787,9,51
3311,2298,2790,6,65
3356,2756,2680,3,98
3500,4111,1191,2,68
3635,3417,2187,10,19
3986,868,26,3,70
4230,1985,3330,2,14
4232,4472,1508,10,31
4290,1106,2419,6,37
4374,1339,4859,7,77
4399,4380,4874,6,96
4600,3497,4023,3,44
4625,3136,4397,4,55
4706,910,4193,4,7
4816,3716,2658,10,49
4956,3459,3973,-10,75
4971,1144,2730,4,97
5314,3443,4958,5,49
5587,1326,750,8,61
5858,2082,1204,2,86
6187,4243,2905,7,32
6407,3969,4718,7,57
6790,3122,645,5,12
6857,2333,4208,2,28
6937,2323,867,9,36
7286,4602,2699,1,67
7470,617,4068,9,100
7770,642,302,4,55
7887,4107,1339,9,6
7986,2284,1966,-9,16
8144,1199,1631,1,79
8440,2796,4572,3,11
8725,1856,3893,6,80
8911,3362,2840,5,66
9091,4618,3864,9,53
9278,4467,1051,1,100
9348,2099,3456,10,66
9351,1996,1662,8,87
9630,810,3936,3,97
9700,2850,410,8,40
3,1582,4896,8,32
220,4345,3675,8,97
287,3508,2219,5,6
357,4956,1323,8,77
525,947,1215,5,90
980,958,4929,3,84
1324,3939,1587,1,78
1325,1695,2698,7,99
1434,1152,1041,9,10
1584,1345,1090,1,98
1924,3570,4581,2,35
2514,2310,3639,9,19
3086,3267,3183,4,41
3412,4919,67,1,97
3614,98,126,8,36
3642,4086,1916,7,13
4107,3770,731,6,41
4297,2005,3500,7,16
4785,3919,4946,5,97
5098,893,1472,5,89
5170,1665,4146,10,94
5197,866,2049,2,16
5208,3513,4958,8,39
5312,4042,68,3,59
5612,4014,817,8,19
5804,3202,4558,8,16
6122,795,1783,2,26
6157,1841,3065,6,11
6418,938,4056,1,95
6652,4717,3201,3,31
6926,1137,3010,4,82
6998,2457,1487,6,79
7101,713,3444,3,20
7294,2020,4038,-5,7
7389,4450,3203,3,3
7678,2632,3550,9,19
8574,27,3074,9,80
8821,3738,895,3,70
9220,3563,685,5,19
667,77,2981,10,35
713,1353,3191,1,89
741,4930,1726,3,14
1040,278,590,2,27
1234,1301,4698,2,60
1262,1663,2973,9,68
1481,983,20,5,46
1622,4588,1962,10,32
2178,1448,4816,3,12
2238,1648,196,9,93
2476,2678,2106,9,49
2619,371,2834,4,73
2774,4409,2810,8,44
2987,4660,2334,6,74
3089,2539,4317,6,25
3719,983,2253,4,31
4637,229,4598,3,63
5026,1562,2344,8,44
5287,1202,1256,6,65
5320,483,3324,5,90
5445,715,550,6,67
5560,3258,4632,3,50
5930,3034,1046,4,66
5958,367,2106,9,15
5962,4510,3215,4,11
6009,4936,3002,4,37
6275,4385,605,10,89
6758,2661,2325,8,33
6981,2817,3221,2,97
7278,624,885,5,75
7351,1696,3655,7,12
7362,4270,4182,7,37
7409,4072,1041,4,68
7509,648,3217,1,14
7760,403,999,1,60
7787,2030,1533,3,63
7831,2647,1572,10,67
7952,2087,4172,4,65
8287,4521,3227,1,75
8310,4752,2198,1,31
8359,1336,4998,5,13
8596,2145,2938,7,68
8916,4430,2939,2,73
9179,3758,2550,4,72
9228,2252,3274,8,14
9551,4676,87,4,91
9657,658,4558,4,65
9894,3602,1912,3,61
44,2841,2941,10,99
392,1084,485,1,67
451,2889,4744,7,65
566,2209,2000,10,70
1012,100,4768,4,55
1340,3342,470,8,12
1718,1369,4805,7,56
1806,2156,622,6,46
1927,2447,2918,10,93
2420,982,1063,5,93
2503,2553,2770,3,72
2749,2214,3732,2,86
2798,1460,2535,6,75
2820,4412,3314,3,24
2885,3798,1606,2,43
2894,4407,850,7,72
3081,2510,1274,6,19
3091,2788,2212,4,38
3107,4221,1938,10,82
3935,165,1397,3,80
4843,305,3815,8,90
4847,528,2874,4,68
5499,4597,3194,2,11
5623,3934,279,9,36
5810,855,1136,2,84
5875,4570,3161,9,27
5890,989,4611,-6,21
5978,3984,4481,3,52
6292,1964,1964,3,10
6630,3574,4783,4,50
6906,3326,1190,2,55
7124,298,4333,2,61
7911,1841,1267,8,45
8003,4520,4739,8,48
8115,3691,1891,6,56
8236,4275,1491,8,90
8295,802,2663,1,29
8371,2242,870,1,21
8785,3877,2122,6,7
9325,4658,1001,4,67
9493,2754,1005,2,65
9580,123,494,2,93
9614,2001,2465,8,61
9652,295,506,3,95
9840,4055,3411,9,66
258,2542,491,5,7
354,3199,241,1,32
546,4190,815,5,12
617,2240,3110,10,63
695,1204,226,2,51
1266,1977,1173,1,80
2020,4236,1156,6,74
2280,4586,768,3,84
2668,2130,4418,1,37
2768,3588,4873,-9,15
2886,4139,2282,2,26
2932,4489,1407,2,42
2975,4678,3569,8,68
3030,2854,74,7,98
3171,1164,3776,6,93
3224,4139,3944,5,82
3573,4621,1514,3,1
3728,1844,1914,6,43
4012,2243,4986,7,72
4134,3207,645,10,46
4776,517,713,9,52
4883,4888,3616,7,47
5349,2868,898,-8,17
5588,566,2201,8,59
5676,1360,3929,7,44
5802,2232,613,6,26
6155,420,3488,10,72
6386,1852,4813,9,86
6588,1515,4471,2,29
6772,2961,1476,8,66
6915,557,3060,3,92
6939,51,2203,6,35
7009,3544,3160,9,40
7022,2852,1581,7,12
7118,2708,1740,10,70
7212,799,3563,9,7
7283,4279,1294,4,89
7372,3442,335,10,1
7854,4565,308,2,2
8663,3530,2097,5,1
8676,1793,3431,3,46
8684,4997,4983,7,98
8985,4449,559,9,76
9087,1409,1831,7,58
9160,4609,4516,10,58
9169,1828,1231,8,100
9538,2937,2947,8,45
9699,726,2246,4,91
9761,3253,4107,10,11
9943,3980,2519,7,22
163,3740,4102,4,78
195,2050,3802,9,36
213,4970,4457,5,96
285,4348,724,10,1
339,4071,4849,5,60
399,294,2837,7,35
407,1578,1032,8,93
712,996,3204,5,31
1007,342,139,2,99
1154,3487,3856,9,14
1247,4329,3427,4,55
1295,979,2316,1,33
1390,4695,4403,6,6
2000,1,4837,5,63
2005,4649,904,2,29
2030,689,537,5,3
2137,4460,4416,1,45
2146,931,1910,4,23
2200,4126,4860,6,78
2228,1470,2866,1,21
2388,4129,1503,3,35
2460,4808,69,7,52
2756,3960,4437,7,68
2797,2420,1655,4,76
3467,877,3316,4,12
3468,3435,2765,10,35
3666,1265,2991,2,69
3781,3919,1809,2,100
3874,926,4805,7,44
3968,3063,3078,7,11
4030,1403,3844,7,60
4062,67,1169,4,8
4198,2724,1499,4,64
4270,2170,252,4,74
4347,788,4915,10,49
4555,3009,1973,5,39
4747,2192,1190,8,26
4912,2692,1451,2,9
5181,4974,192,6,89
5621,2475,4619,2,46
5637,2455,3127,8,64
6011,3941,1423,10,42
6203,1965,148,1,54
6216,3711,3361,2,8
6268,1389,482,10,55
6607,2637,3663,3,92
6685,1950,3828,3,42
6995,4877,3258,6,58
7035,780,4569,7,71
7119,1926,4258,10,76
7162,975,2247,8,65
7479,1506,2518,10,90
7841,2884,4091,3,59
8569,995,918,6,67
8626,1573,3433,5,13
8792,222,1706,8,57
8895,3677,1272,1,14
9263,1797,3265,6,19
9268,4667,2050,4,38
9628,1846,4895,7,17
9738,2966,3518,8,45
9942,3374,1746,1,40
522,3032,1534,1,43
754,1252,2269,9,73
1198,774,495,6,21
1356,2405,4669,1,15
1414,470,865,4,76
1812,4327,3467,2,95
1922,2936,1877,8,51
1956,3669,4964,4,67
2440,1578,4854,4,85
2566,2701,4131,9,44
2617,4200,1604,3,20
2814,438,3821,5,60
2930,2180,2673,4,3
2936,3306,4685,4,13
2939,197,3485,5,22
3647,3813,874,5,62
3686,721,3266,1,47
3726,3754,1836,2,29
3990,3054,1858,4,88
4048,2723,503,4,70
4277,626,2642,6,70
4362,4066,1471,5,23
4372,1608,1878,3,4
4744,3417,1851,4,6
4881,4058,1930,10,68
5102,4023,3574,6,26
5108,4624,3100,7,66
5970,3763,2323,3,65
6260,3055,4138,2,87
6293,4540,2315,3,75
6625,1670,705,5,88
6882,3391,3224,10,53
6945,4969,1231,9,93
7192,4967,3877,5,75
7673,2799,2803,5,67
7803,2939,114,9,50
7877,4604,878,7,69
7881,311,700,8,89
7958,1578,1208,3,25
8247,4018,891,4,25
8365,2162,212,2,97
8578,2504,4285,3,100
8851,2319,3056,8,58
9011,1589,3577,5,11
9076,28,4972,3,22
9172,2956,3842,6,34
9210,2947,433,7,50
9231,1814,4710,1,85
9756,990,2016,9,64
85,1037,4864,4,65
99,1384,2758,8,28
157,3849,131,7,94
283,2066,2053,7,63
868,489,4017,6,87
926,4009,3437,6,99
978,3833,1888,8,64
1116,4826,2770,7,37
1301,1237,4990,1,44
1339,52,1936,5,3
1355,3675,946,3,85
1711,501,2419,-1,54
1889,939,1522,10,88
1896,825,395,-9,63
1903,2697,3119,9,24
2173,810,2546,8,18
2320,3426,3376,1,89
2496,4153,4240,8,2
2610,809,2294,8,42
2621,178,119,10,64
2751,1516,3817,7,94
3105,44,2448,7,79
3423,510,4370,10,92
3717,811,3917,8,87
3836,1597,1485,4,44
3843,1997,1875,5,37
3871,1124,2734,7,96
4211,2704,1456,1,36
4462,3577,541,6,67
4614,4999,4319,1,49
4705,3797,497,4,46
4739,4862,2493,10,82
4773,3189,425,7,90
5089,2131,743,4,55
5591,2978,4157,8,99
5699,1903,4132,8,22
5751,4327,4078,7,5
5785,3131,4706,10,82
6754,1063,2435,2,9
6970,2310,1609,-2,32
7218,1324,4643,6,13
7223,3510,1263,1,30
7290,2934,784,-10,47
7374,3584,3685,9,49
7388,2480,2863,8,70
7413,254,3717,5,98
7419,804,152,3,17
7583,2003,2755,1,53
7970,2499,2636,1,84
8145,42,2222,9,98
8304,3549,552,6,32
8404,3933,3682,6,49
8408,3473,1416,8,15
8767,944,4548,9,99
8827,3529,1038,5,188
9380,1378,53,5,9
9720,1295,3772,10,59
298,4730,4248,8,67
367,2345,3279,9,71
562,1456,2441,8,11
829,4468,3532,7,94
1019,4423,1876,9,28
1065,3341,307,2,96
1323,1592,2565,9,84
1367,4736,2631,7,43
1660,1901,4254,9,11
2309,1161,2077,3,18
2431,309,663,4,17
2461,2125,3785,7,92
2822,228,212,10,55
2955,3769,2254,10,18
3163,2464,908,8,13
3775,341,2058,8,99
3889,947,1411,9,24
4264,2884,2703,1,86
4348,3747,3837,7,245
4400,3922,2853,3,59
4524,897,1810,7,55
4736,819,3496,4,22
4790,1698,1982,8,15
4913,1044,3892,4,85
4920,3550,67,2,85
4988,2429,3021,6,6
5322,1012,2587,10,53
5615,3388,1370,10,94
5742,247,682,1,10
6427,1031,457,7,99
6781,1339,3407,8,60
7902,4246,206,9,72
7904,197,2877,8,21
8080,1346,2081,9,88
8141,2483,3307,2,3
8206,2353,1967,2,17
8275,1964,1531,9,34
8296,3961,4536,4,57
8432,880,3229,10,40
8655,3813,4146,1,87
8762,3613,705,7,68
9113,1263,3191,3,28
9710,2783,3205,-4,74
9770,4477,3729,-2,89
422,4712,723,7,29
551,3007,151,2,67
608,1373,743,4,65
850,2504,3805,8,13
1364,4993,2320,3,26
1380,547,3170,10,96
1447,3530,2036,6,70
1730,1882,455,3,77
1750,4717,3672,1,83
1865,4855,4557,8,12
1959,568,2812,2,40
2085,1055,2508,2,38
2157,2583,1871,5,68
2267,16,1112,3,46
2353,3149,3333,9,52
2528,3126,2794,5,64
2552,3453,1415,7,74
2908,4306,1079,9,9
3331,1255,2864,5,70
3378,1608,4510,10,82
3737,124,763,7,43
3916,3091,3493,8,82
4033,4831,2817,5,14
4135,1463,4840,10,3
4224,2669,3751,8,7
4231,361,2367,2,73
4316,710,1106,3,4
4660,1395,4077,4,69
5090,1358,4501,6,66
5462,4473,2302,1,27
5531,3991,989,9,80
5602,2037,1250,1,28
5629,3153,4122,2,32
5908,2982,373,8,49
5927,4601,4230,-3,96
6139,3000,2512,8,94
6281,2820,4562,2,71
6394,4453,1737,8,35
7303,441,2304,2,77
7505,2037,3850,3,83
7517,1402,2082,4,36
7908,3933,142,4,87
8063,3008,415,9,100
8496,3265,432,9,13
8586,3584,3938,6,99
9033,4278,3045,1,31
9352,2200,2197,1,46
9406,1283,2526,5,13
9810,448,3647,1,20
9863,1913,874,5,23
9954,213,3383,9,61
42,3271,3898,8,77
553,1048,3282,9,48
694,4745,4285,4,11
875,1790,3034,10,84
994,3126,1908,9,95
1742,1834,4263,5,94
1781,3578,502,3,90
2252,1772,1623,5,14
2264,1541,760,7,33
2602,2974,1876,5,65
2675,3743,3232,5,41
2981,4307,4674,4,5
3074,149,4360,3,92
3326,83,864,7,55
3370,1771,4574,4,70
3944,2128,3158,1,17
4257,2221,3514,7,99
4262,4328,1460,5,69
4531,940,3403,4,74
4578,2345,4479,2,41
4641,2732,2037,6,65
5159,1308,4338,1,85
5262,417,4249,3,75
5677,442,2234,8,5
5679,4084,4475,5,21
5743,3876,4061,2,79
5828,4228,1583,7,9
5926,3126,102,2,92
6026,2045,1883,9,38
6395,4258,35,1,72
6479,4139,4729,3,93
6807,195,3735,7,87
6819,2982,3397,7,28
7845,246,1886,5,61
7981,3684,4559,10,32
8152,4650,258,9,17
8397,4559,3649,5,70
8489,2633,4743,9,52
9078,4948,1042,3,90
9666,1550,4381,6,33
9696,1235,1257,8,86
32,3914,852,-3,21
93,1865,4141,5,71
535,4445,2205,4,11
848,4294,4259,8,77
1368,2329,1704,8,100
1784,4139,2645,7,41
1844,2576,126,1,16
1867,2388,1320,2,40
2191,2436,1927,1,100
2527,1603,710,3,44
2726,2061,1050,5,53
2925,1597,4999,7,39
3448,1969,2910,9,55
3566,4975,928,1,68
4078,4467,2747,6,49
4117,3871,2760,8,87
4382,2756,3675,10,43
4413,1828,11,5,3
4822,735,1940,9,6
5049,4853,4619,3,33
5114,2843,2566,9,10
5883,453,1521,6,83
5955,3590,3456,1,66
6021,1819,1286,8,8
6043,3877,4709,5,79
6077,2148,4795,10,92
6269,3768,3908,4,44
6313,4639,4754,10,62
6514,443,914,10,93
6520,1535,360,7,63
6814,343,4260,8,6
6907,2641,3806,3,97
7000,3704,1216,9,12
7012,1335,1718,3,17
7400,3660,646,7,14
7661,2707,1454,1,61
7686,3835,4320,4,10
7899,3428,3134,5,55
7950,3872,2090,10,62
8002,2993,4426,9,7
8086,4348,4557,2,86
8093,179,4143,1,62
8194,1046,354,3,25
8451,839,958,10,50
8979,2061,511,-2,41
9223,3886,4763,1,38
9389,404,3611,7,60
9400,3905,3820,9,67
9424,1547,1274,9,88
9485,609,1328,7,15
9616,1306,3362,8,5
9704,2003,1076,7,1
248,15,2996,1,41
900,4339,4128,8,38
1126,4501,4251,9,86
1222,4503,1704,5,37
1521,2055,4220,8,31
1619,3855,3707,6,67
1648,521,3850,1,62
1796,1807,160,3,70
2084,835,1973,6,50
2099,4938,3353,4,93
2558,2152,1367,7,11
2597,3305,215,1,83
2700,4399,626,6,96
2923,130,1327,1,20
3610,854,1029,10,37
4141,4218,4383,10,12
4169,366,1196,7,95
4177,4419,1579,8,54
4504,626,4504,4,45
5405,2444,698,1,75
5407,3282,2039,9,93
5950,4178,4746,8,12
5954,853,2186,10,26
6064,1131,562,2,92
6118,2543,2670,9,58
6152,574,114,5,81
6318,2680,2054,5,9
6410,4502,4063,10,54
6491,4995,940,1,76
6569,4167,2005,9,20
7038,1542,1233,6,57
7112,484,2682,-10,80
7462,2027,2808,9,85
7802,4859,4461,9,76
7912,4429,4312,1,59
7916,4417,3921,10,73
8162,3799,3605,9,34
8338,3359,2011,4,37
8434,4047,3962,7,99
8562,1034,1545,2,49
8591,2785,3629,5,65
8873,4801,2982,6,55
8892,1550,4167,4,71
8907,2062,2724,4,28
9135,1241,737,3,97
9242,2906,340,-10,32
9686,4085,808,3,60
9903,3,1043,8,52
15,2513,3146,8,8
115,2211,2388,6,5
181,172,1780,7,98
240,1805,2969,4,68
313,117,1063,9,7
321,2632,3279,7,32
388,388,3913,3,13
428,1743,2553,-2,6
492,1235,2526,5,33
708,4103,2477,9,28
734,174,4994,1,20
1178,1371,4836,1,19
1179,2531,4776,9,51
1385,2116,535,5,14
1410,3030,1425,8,74
1502,1713,2445,3,83
1692,1092,4554,5,86
1735,2634,1945,2,88
1932,2177,3630,5,65
1975,2574,147,9,14
2413,216,3064,5,18
2712,4439,370,9,63
2805,4095,3303,8,13
3014,3592,558,10,47
3051,2775,944,2,69
3152,2377,1537,-9,46
3266,1655,1150,4,58
3364,3445,4776,2,80
3513,2185,1707,4,54
3615,1770,546,2,11
3780,81,237,6,82
4055,817,1858,2,45
4154,2255,4337,5,31
4175,559,3227,5,35
4466,1851,3539,5,8
4663,4272,896,9,43
5065,3419,2807,5,86
5084,2321,1360,10,27
5087,2000,4971,9,99
5967,309,2544,6,82
6080,4899,4026,2,2
6162,191,4344,3,14
6492,1751,3049,8,3
6744,3394,2389,1,2
6952,2259,2721,10,83
7354,3518,975,4,41
7532,2221,1779,9,49
7892,505,902,6,105
8009,2902,939,7,17
8069,3309,2776,2,78
8294,998,966,8,96
8354,33,2089,9,58
8379,1804,4718,10,94
8521,231,4222,7,3
8844,3500,1641,6,84
8975,3327,485,9,30
9038,763,2133,6,42
9104,1075,4711,3,38
9990,2318,2279,2,84
39,4526,4700,1,84
62,3855,3116,3,25
114,2739,4315,2,9
225,2597,1104,6,97
307,4664,1674,4,87
1003,3391,790,3,42
1345,4868,3437,8,64
1448,1649,1237,6,98
1465,3782,4160,10,21
1597,2325,2389,8,28
1876,2148,3997,2,39
2134,1854,3492,9,9
2500,3052,4525,-1,83
2961,445,3342,1,98
3393,113,4509,2,33
3449,169,2301,7,18
3903,2294,4958,3,17
4000,4674,3986,9,28
4189,4974,1181,9,21
4279,3859,962,8,26
4391,4331,136,1,91
4734,836,2948,2,6
4910,3322,383,4,49
5050,3983,477,2,39
5218,2906,767,5,78
5226,1613,4265,7,7
5290,895,3382,5,13
5757,3591,4311,2,35
6140,2673,4687,3,54
6699,3939,247,4,58
6896,1796,1911,4,67
6905,2624,3522,5,47
6997,3913,743,5,98
7066,2998,4017,1,57
7360,740,714,8,65
7529,4372,2486,9,19
7938,1575,1218,8,59
8250,2153,2569,7,51
8504,2712,4473,6,30
8721,522,4500,6,52
8978,4628,844,3,69
9417,3467,2704,9,53
9425,3661,2311,1,50
9426,2548,855,9,8
9621,3119,3523,2,417
9823,4822,2660,7,1
9834,3500,227,10,82
238,1038,4165,10,88
252,4717,3843,6,41
470,1760,1491,4,33
858,1020,1568,5,74
1348,4472,2578,2,32
1449,3033,4153,5,55
1472,1999,1266,3,98
1506,340,4405,10,24
1788,4739,4423,6,14
1906,4460,1374,4,33
2092,2539,3516,10,71
2323,511,2921,3,53
2359,4473,2963,5,22
2803,4614,3553,3,70
2937,134,4290,9,16
2968,3271,2411,3,56
3189,101,4195,7,43
3399,1135,2312,8,29
3806,3281,4271,5,85
3831,306,2931,2,40
3858,2430,289,7,48
3942,67,3490,3,41
4293,778,1144,4,26
4409,1474,832,5,13
4468,3769,1716,1,76
5161,2346,1948,2,37
5497,1591,3116,9,12
5573,4647,3022,6,56
5583,4366,479,4,100
5631,1738,4947,3,53
5885,2399,3451,7,40
5910,327,4023,2,32
6513,2406,2340,4,76
6524,1842,4091,3,68
6860,696,4933,8,90
6975,4060,2420,10,26
7201,1754,729,4,62
7262,4775,524,9,80
7305,3832,3651,4,29
7584,2076,3879,1,3
7662,1078,3025,7,79
7733,3768,3472,8,45
7915,3015,853,5,34
8010,2017,1110,1,11
8156,34,1802,3,94
8453,4587,4692,10,94
8543,2425,507,1,83
8551,4748,1120,6,40
8559,2275,3762,5,18
8585,3370,680,8,41
8714,1353,2008,7,29
9203,631,2388,5,46
9264,1124,3677,10,11
9291,4218,1049,10,37
614,2773,2052,2,78
674,3091,572,7,55
1403,2467,4277,6,6
1778,4157,3716,7,53
2556,3983,4138,4,32
2587,173,1158,2,27
2589,1369,716,8,37
2697,178,1732,5,68
2767,1212,4084,5,69
3294,331,3656,6,96
3334,1354,4133,4,39
3590,4267,1546,10,10
3786,2649,2438,7,100
3925,4939,4811,9,27
4150,807,1169,10,87
4501,1613,510,8,91
4529,2598,1694,3,35
5013,1653,1272,8,76
5348,405,2821,1,45
5493,4474,4399,8,73
6172,1963,1141,10,74
6198,2381,2881,6,16
6314,4897,1555,3,55
6465,1791,3114,9,53
7060,3992,3292,8,84
7260,2605,4509,1,16
7268,3531,3188,3,80
7713,3236,712,7,56
8018,3660,3092,-4,33
8088,3364,1688,2,78
8096,3700,751,1,59
8143,3310,1693,8,56
8181,2512,135,10,46
8205,555,3239,10,94
8390,4647,1993,6,61
8690,4272,246,7,8
9524,4817,1420,5,18
9627,188,2772,6,33
9675,1030,1125,4,100
223,2037,4854,2,73
237,2034,1299,4,17
381,398,1924,10,18
445,89,2449,6,86
670,141,2412,8,20
877,1094,29,6,81
1052,1391,2073,2,14
1158,636,4769,1,88
1500,3397,3030,1,45
1690,4310,3826,5,40
2598,3006,2836,1,52
2865,1319,697,7,19
3063,3639,1610,4,2
3109,2187,3303,4,37
3175,3344,603,1,93
3312,4069,641,2,68
3346,3164,1981,2,58
3587,2797,4862,9,14
3623,3922,453,8,50
3683,4140,3537,8,89
3748,810,3093,9,47
3950,52,1276,7,23
4105,4354,3467,1,54
4266,1347,824,6,94
4340,4951,1010,6,38
4510,4139,4665,5,35
4941,3246,2149,10,36
5199,4572,1830,2,5
5524,2243,3416,5,61
5758,1980,4839,3,662
5881,1139,3216,9,33
6334,1757,3837,6,86
6621,1979,3262,3,25
6743,363,808,5,32
6760,2553,4134,8,50
6782,3721,4246,4,59
6792,4102,4655,5,315
7036,1932,2118,3,217
7240,1172,2222,2,83
7423,19,534,5,28
7430,3288,2457,6,19
7519,2936,2805,8,22
7573,2185,479,3,24
7746,4541,1303,5,24
7786,4223,4612,2,472
8028,153,2025,5,93
8351,1173,3202,2,98
8363,4087,2574,1,17
8820,2827,3652,5,49
9368,4938,3861,2,67
9838,2543,854,10,57
9879,3609,634,10,2
9928,2535,3293,3,73
65,3824,2786,6,65
417,1766,2119,8,65
782,4816,4884,3,82
1046,2328,3081,1,97
1224,2339,1961,3,42
1785,4618,3081,4,9
1821,1147,4350,2,12
2324,1483,3303,8,23
2372,2030,4850,8,4
2530,277,4834,4,45
2696,2532,1469,1,54
3066,2341,3643,4,94
3302,4339,3085,9,24
3315,4456,4494,10,8
3357,3465,4142,10,67
3522,2361,3836,9,90
3533,1095,3198,6,7
3579,4199,1754,4,14
3580,1544,2113,8,96
3879,3304,4097,9,94
3904,4619,3725,7,68
4318,2542,3286,10,11
4636,2361,1932,8,20
4767,2463,4866,6,20
4778,2502,4722,5,7
5219,1737,2787,4,42
5484,4477,4665,1,29
6004,1871,4708,1,21
6228,2723,4608,-9,96
6290,4083,4280,7,27
6436,1155,65,7,5
6506,1412,4833,3,9
6512,4161,3113,10,16
6528,4302,500,6,7
7196,1677,1205,9,69
7370,337,3685,8,52
7467,4236,356,6,529
7468,4572,3038,2,27
7821,333,3923,6,20
7914,4957,1548,2,96
7989,3461,2391,4,662
8407,1211,3698,4,33
8656,352,2285,7,54
9094,1765,3145,10,97
9146,4162,128,2,95
9184,1336,3006,7,46
9405,2653,703,5,85
9455,4661,2767,7,86
9754,758,647,5,88
185,571,2332,1,25
447,4529,2467,9,56
523,1569,3299,2,39
781,731,4059,8,1
786,2049,13,9,59
1016,3394,1366,7,84
1230,628,1214,8,44
2135,2602,3287,4,39
2291,168,154,7,28
2419,179,935,10,11
2543,4625,2769,2,88
2693,1004,3137,6,67
3095,783,3105,5,96
3286,3804,926,2,3
3787,3464,3645,10,673
4548,2541,4685,10,63
4854,1746,1529,3,16
4859,4713,3690,4,63
5027,4446,3911,1,55
5485,1392,2761,3,92
5709,202,301,9,68
5818,3604,3983,-10,91
5871,1370,4956,6,17
5874,4638,4849,6,95
6136,2855,1976,5,48
6431,4263,1658,3,51
6623,3535,1597,5,70
6651,1414,3403,10,48
6899,1577,2621,8,19
7161,3213,4419,6,18
7446,1088,4817,5,63
7587,970,2986,1,8
7737,2016,1597,7,33
8207,2206,877,2,25
8385,3210,2799,3,15
8563,2644,2387,-1,65
8739,2869,2304,4,14
8773,474,1807,1,65
8841,4204,2869,3,76
9105,2709,1371,7,79
9463,4900,1630,9,17
9477,446,531,4,48
9514,4279,2314,4,51
9866,2899,1093,4,31
9912,4174,2493,8,33
214,4098,3814,7,84
440,437,2488,8,2
871,4738,4702,8,40
941,1836,308,4,61
1373,971,4995,9,746
1413,1746,3112,7,78
1415,631,2152,6,67
1536,683,1922,2,82
2013,3051,952,8,80
2153,2116,1675,9,10
2176,1952,2140,6,22
2282,4995,4724,4,28
2380,2193,1232,4,36
2563,2520,232,9,30
2720,3877,3854,7,51
2842,1415,2102,4,302
3021,2752,4234,4,57
3507,206,5000,4,73
3661,3282,2554,2,53
3750,4411,499,4,16
3779,1480,941,10,64
4063,4697,4513,3,8
4541,1535,352,2,26
4772,2089,4869,10,36
4789,2041,2389,2,91
5148,2133,4988,2,6
5609,2949,4606,10,76
6298,795,667,1,96
6309,339,3047,7,8
6392,2478,4297,2,63
6585,216,2744,2,13
6611,2116,3199,4,14
7029,4091,4111,3,23
7048,4249,2824,8,7
7053,4624,2880,5,76
7270,3698,1339,1,21
7304,180,937,2,25
7627,3338,3510,5,50
7931,806,1521,7,62
8169,2913,1168,9,91
8175,3759,1683,5,85
8256,1337,330,10,12
8284,3853,4489,1,7
